REFERENCIA;PRECIO;PRODUCTO
21068;2800;AGENDA PEQUE•A CON BOLIGRAFO DE0082 CLARK                       
21072;15300;AGENDA BEIFA BORDE PLATEADO AQ2006 CLARK                       
21073;15700;AGENDA BEIFA PERMANENTE AQ2102D CLARK                       
21074;6200;COSEDORA MEDIA BARRA BS1210-017 CLARK 
21075;15800;DISPENSADOR CINTA ADHESIVA SM-081 CLARK              
21076;4200;GANCHO GRAPA IND ST12315 23-15 X1000 CLARK 
21077;29400;PAPEL FOTOGRAFICO ADH 135GR X50H AR2051 CLARK
21078;600;SACAPUNTA DEPOSITO SH-1236 CLARK                         
21079;1600;SACAPUNTA TARRITO BS 1371 CLARK                         
21081;19300;AUDIFONO IN-225 BLACKC/MICROFONO MAXELL
21083;5600;CARTON ESCARCHA X20 BS1379 CLARK        
21084;2600;CORRECTOR CINTA FL-151 CLARK                       
21085;10400;MARCADOR GRAFICO DL-208 CLARK              
21089;11200;AGENDA DE0038 CLARK                
21090;2600;CINTA DOBLE FAZ AR1981 CLARK DIST                 
21092;4800;TEMPERA COLOR METAL X6 PARCHESITOS                      
21093;18400;PLUMON PUNTA PINCEL X10 FABER C                     
21095;1800;MARCADOR CD MAX DUO NEGRO ARTESCO            
21096;1900;VELA TORNEADA X24 MAGICA N.T.O                 
21097;3200;FACTURERO 1/16 QUIM+COPIA X25 JUEGOS H,G,         
21098;3300;BLOCK CARTA IRIS PASTEL 322  PRIMAVERA                      
21099;1300;CARTULINA PASTEL PAQ 1/8X10  PRIMAVERA     
21101;40000;TONER 83A/CF285 ECONOMICO NEW PRINT                  
21102;32200;LIBRO MANDALAS KIDS X24 ARTISAN
21103;6500;LIBRO PLAY ZONE ACTIVIDADES ARTISAN
21114;20900;AUDIFONO IN-TIPS IN EAR STEREO BUDS MAXELL
21115;30900;AUDIFONO STUDIO ST-2000 MICROFONO MAXELL
21121;12700;AUDIFONO EB-95 MICROFONO NEGRO/BLANCO/ AZUL MAXELL
21122;26500;AUDIFONO LEGACY HP-360 MIDSIZE MAXEL
21123;35800;VENTILADOR USB MDF-30 NAVI MAXELL
21128;6900;MARCADOR PERM X4+1 NEG 420 PELIKAN             
21137;30900;COLOR PEPS X48 METAL KORES                              
21138;8500;RESALTADOR HIGH LINER PASTEL X6 PLUS KORES         
21140;26300;MARCADOR PERMANENTE 5MM EST X10 KORES
21141;34300;MARCADOR METALICO X6+ ROTULADOR KORES
21148;32200;LIBRO MANDALAS #3+COLOR ECOLOGICO X24                
21149;15700;BOLIGRAFO K11 M COLOR STOD X10 PAG KORES                         
21150;15300;BOMBA R-5 REFLEX STDO X50 SEMPERTEX                
21151;3200;CHINCHON COLOR X100 CLICKIT      
21152;2100;CINTA DOBLE FAZ ESPUMA N-012 MOUNTING      
21154;10000;COSEDORA TIRA  COMPLETA METAL CLICKIT
21155;900;GANCHO GRAPAS 26-6 X1000 CLICKIT                  
21156;1600;BORRADOR TABLERO BOHO JM0368                   
21157;3800;CORTINA BRILLANTE 1X2 MTS COLOR STDO MEGA
21158;700;BISTURI GRANDE TIRA JM0-343 CLICKIT                 
21159;14500;CABALLETE PARA TABLERO 120 FAO
21160;4800;TIJERA N 8 CLICKIT                             
21161;3900;COMPAS PRECISION METALICO CM1005 CLICKIT          
21162;1000;"GLOBO BURBUJA 18"" TRANSPARENTE MEGA     "
21165;600;REGLA 30CM PLASTICA CLICKIT                      
21167;3500;REGLA 50CM ALUMINO JM1791 MEGA                      
21170;2600;CINTA DOBLE FAZ GRANDE 18X5M CLARK   
21172;6900;PINTURA ACRILICA FRIO 60ML BRONCE ANTIGUO F ARTE       
21173;6900;PINTURA ACRILICA FRIO 60ML ORO PALIDO F ARTE       
21175;14800;DIADEMA CON MICROFONO COLOR MAXPRINTER
21177;2700;LIBRO DE ACTIVIDADES DISNEY 16 PAG PRIMAVERA
21178;2600;COSEDORA MINI COLOR DL0134 JK                     
21179;1800;SACAGANCHO DL0260 JK                      
21180;14500;ARMATODO CONSTRUCTOR 3D X50 LEGADO L           
21181;9900;MAXIBLOQUES X40 LEGADO L                           
21182;13600;MAXIBLOQUES X80 LEGADO L                           
21183;7700;ARMATODO BLOCK BUIDERS X55 LEGADO L           
21185;40400;ARMATODO X160 MORRINSON               
21186;4700;PASTA CATALOGO TORNILLO OFICIO CONVERTIBLE MASTER             
21187;11500;TAPABOCA PROTECTIVE MASK X50 INDIVIDUAL
21188;900;BOLIGRAFO TIKTAK GP115 COLOR SURT MARK                  
21190;99900;PERFORADORA GP-881 2H 70 HOJAS MARK                   
21191;21300;DISPENSADOR GRANDE 501 GIPAO                     
21192;5900;DISPENSADOR PEQUE•O 503 GIPAO                     
21193;1800;DICCIONARIO BASICO ESPA•OL FABRIFOLDER            
21194;11900;DICCIONARIO ESCOLAR DISNEY 838 PRIMAVERA           
21196;1700;BLOCK MILIMETRADO OFICIO X25 FABRIFOLDER          
21197;1400;BLOCK PLEGADO 10X10 X30H                           
21198;15500;COLOR DOBLE PUNTA  RED INCOLOR X15 5201 SCRIBE                    
21199;10800;MOUSE OPTICO NEGRO Z62-Z69 UNIFER                   
21200;19900;TECLADO CABLE JEWAY K1
21201;2000;BANDERIN COLOR X100 372 OFFIESCO                         
21202;2600;BISTURI PLASTICO GDE 112 OFFIESCO
21203;1500;BISTURI PLASTICO P•O 110 OFFIESCO
21204;800;BOLIGRAFO 0.7 GEL 030 R-N OFFIESCO
21205;2500;BOLIGRAFO RT 0.7 GEL 044 N OFFIESCO
21206;900;BOLIGRAFO RT 0.7 SEMI-GEL 050 STDO OFFIESCO
21207;600;BOLIGRAFO 0.7 SEMI-GEL 076F COLOR STDO OFFIESCO
21208;6500;COLOR TRIANGULAR X12 4MM 140 OFFIESCO        
21209;7000;COLOR TRIANG 12X24 4MM 142 OFFIESCO        
21211;4900;COMPAS ESCOLAR 280 METAL-LAPIZ OFFIESCO                 
21212;1100;CORRECTOR 8ML 250 OFFIESCO                            
21213;2700;CORRECTOR CINTA 6MTS 260 OFFIESCO                         
21214;3200;CORRECTOR CINTA 12MTS 264 OFFIESCO                         
21215;4100;COSEDORA MINI 305 TRASL OFFIESCO                         
21216;8600;COSEDORA METAL P•A 330 OFFIESCO                         
21217;11200;COSEDORA METALICA MED 20H 332 OFFIESCO                         
21218;500;LAPIZ ROJO 149 OFFIESCO                          
21219;500;LAPIZ NEGRO 150 OFFIESCO                          
21220;500;LAPIZ NEGRO PASTEL 150P OFFIESCO                          
21221;9600;MICROPUNTA X10 0.4MM 070 OFFIESCO                          
21222;2200;NOTAS ADH 76X76 100H 4 COLOR 361 OFFIESCO          
21223;1200;PEGANTE INSTANTANEO 3GM 218 OFFIESCO                 
21224;9000;PERFORADORA PLASTICA P•A 2H 10HJ 342 OFFIESCO              
21225;11600;PERFORADORA PLASTICA MED 2H 10H 345 OFFIESCO              
21226;19800;PERFORADORA S/INDUSTRIAL 2H 30H 350 OFFIESCO              
21228;10600;PLUMON TRIANG LAVABLE X18 081 OFFIESCO            
21230;5600;"TIJERA OFICINA 8.5"" 230 OFFIESCO                    "
21231;900;MICROPUNTA STDO 068 OFFIESCO                          
21233;2200;JUEGO GEOMETRICO X4 30CM CM-1002 MEGA       
21234;1200;RECIBO CAJA MENOR X100H FABRIFOLDER               
21235;8200;RESMA BOND X100 HOJAS COLOR MIX STDO SCRIBE            
21238;22200;BOMBA T260 REFLEX STDO X50 SEMPERTEX                
21239;1500;ADORNO CINTA PARA  PALO                     
21240;7200;FAROL NAVIDAD X12 MACRO             
21241;4000;BOLIGRAFO ROLLER E-2185 BLANCO EDDING                       
21242;217800;RESALTADOR PASTEL MINI BOMBONERA X100 UN EDDING                 
21244;17900;COSEDORA ESSENTIAL METAL FULL E-354411-25H MAPED
21245;4200;TIJERA ESSENTIALS GREEN-PASTEL 21CM MAPED          
21246;7000;SACAPUNTA CROC CROC ABEJITA MAPED                
21247;5300;"TIJERA OFICINA 7.5"" 231 OFFIESCO"
21249;5600;COLOR COLORPEPS WOOD 4MM X12 MAPED
21251;3300;CINTA ANCHA 48X40 SI PEGA             
21253;22800;CINTA ANCHA 48X500 ALLTAPE         
21254;14200;PEGANTE LIQUIDO PAPEL KILO SIPEGA               
21255;51700;PEGANTE LIQUIDO PAPEL GALON SIPEGA       
21259;1200;RESALTADOR FINO COLOR STDO DORICOLOR            
21260;2200;MARCADOR GRAFICO METAL AZUL DORICOLOR                 
21261;2000;MARCADOR GRAFICO METAL COBRE DORICOLOR                 
21262;2200;MARCADOR GRAFICO METAL MORADO DORICOLOR                 
21263;1900;MARCADOR GRAFICO METAL ORO DORICOLOR                 
21264;2000;MARCADOR GRAFICO METAL PLATA DORICOLOR                 
21265;2500;MARCADOR  TIZA LIQ STDO DORICOLOR    
21266;1100;MICROPUNTA  COLOR STDO DORICOLOR
21267;7300;TABLA APOYO OFICIO DORICOLOR
21268;2300;BORRADOR TABLERO DORICOLOR
21269;5600;CREYON X6 GIGANTE PARCHESITOS                    
21272;4300;TEMPERA COLOR PASTEL X6 PARCHESITOS                      
21273;1300;VINILO PARCHESITOS CTE STDO 70CC                  
21275;900;BOLIGRAFO TRIMAX GL-32M RT NEGRO ARTESCO             
21278;4000;JUEGO GEOMETRICO IRROMPIBLE 30CM PASTEL ARTESCO          
21279;3700;JUEGO GEOMETRICO IRROMPIBLE 30CM TREN ARTESCO          
21280;2300;LAPIZ DECORATIVO ER-ZD1804 POINTER                    
21281;450;LAPIZ STUDEN CON SACAPUNTA ARTESCO                             
21285;2600;"TIJERA 7"" SCISSORS DE0265 CLARK                 "
21286;2700;CARTULINA MAULE GRAPHICS 290GR  
21288;3700;CARTULINA MARTIILLADA 50X70 GOMEZUL                    
21291;1900;CARTULINA BRISTOL STDO 1/8 GOMEZUL         
21294;9400;COLOR ECOLOGICO TUBO 4MM X15UN ARTISAN                 
21296;45900;KIT LETTERING ARTISAN X12
21297;61200;KIT LETTERING ARTISAN X24
21300;25500;GUIA LETTERING INSPIRATE ARTISAN          
21301;10200;COLOR ECOLOGICO PASTEL X12 ARTISAN           
21304;1000;BOLSA KRAF 27 + 10X32             
21306;1100;BOLSA BLANCA 25 + 12X33             
21307;1100;BOLSA KRAF 33 + 17X33             
21311;14100;COLOR SUPERSOFT X12 +2 LAPIZ FABER C                      
21315;2200;COLOR LARGO X12 712
21316;3500;ACUARELA X16  2516-16 CLARK                  
21317;5400;BISTURI ENCAUCHETADO CON REPUESTO ADS-286 CLARK            
21318;3200;BISTURI MANGO PLAST. 14514-5               
21319;5200;BISTURI METALICO 207 CLARK 
21321;9600;BOLIGRAFO RETRACTIL ORO 212G CLARK                        
21322;9600;BOLIGRAFO RETRACTIL PLATA 212S CLARK                        
21323;400;BORRADOR NATA 612 CLARK             
21324;400;BORRADOR MIGA PAN GARABATO FL-146-147 CLARK 
21325;9100;CINTA DOBLE FAZ SILICONADA 3CMX3M AR2625  
21326;2600;CINTA DOBLE FAZ 1.8X4MT 1190 CLARK             
21327;6900;FLAUTA ECONOMICA R08-1 CLARK DIST                
21328;10500;FLAUTA ECONOMICA R08 CLARK DIST                
21330;4700;JUEGO GEOMETRICO FLEX 0030 AB102           
21331;2200;JUEGO GEOMETRICO 30CM 002      
21332;2000;LUPA ESCOLAR 40MM GLASSCK             
21333;2300;LUPA ESCOLAR 50MM GLASSCK               
21334;2600;LUPA ESCOLAR 60MM GLASSCK               
21335;3700;LUPA ESCOLAR 75MM GLASSCK MAGNIFING
21336;5000;LUPA ESCOLAR 90MM GLASSCK MAGNIFING                 
21337;1700;TARJETA COBRO GDE N3 HG
21339;1600;MARCADOR DORADO-PLATA MP550 CLARK 
21342;2500;PINCEL 5 ANGULAR AR1057 X1 CLARK DIST                
21344;8300;LAPIZ CAJA METALICA  USL-967 DE0094 CLARK       
21346;900;SACAPUNTA DEPOSITO PEQ XY8916 CLARK                         
21347;150;SACAPUNTA X60 FK-9902 CLARK                         
21348;26000;TABLA APOYO CON DEPOSITO ROYAL-83002 
21349;2600;TIJERA 5.5 PULG FL-129-2556 CLARK                    
21350;3600;TIJERA 7 PULG FL-130 CLARK                    
21351;4000;"TIJERA OFICINA 6.5"" 228 OFFIESCO "
21352;32500;MAQUINA AFEITAR COMFORT 3 ACTION NORMAL X12 MAQ BIC                 
21354;8700;BITACORA 1/2 CARTA X 50H OPALINA GOMEZUL                   
21356;700;MINA 2MM 2B CLIKIT 
21357;1000;CORRECTOR 7 ML CLICKIT
21358;1700;CINTA ESTANDAR 24X40 IMPRONTA PLAST-IN
21359;15700;COLOR TRIANGULAR STYLE X26 KORES
21360;2700;COMPAS PRECISION PASTA CM1004 CLICKIT          
21364;3500;JUEGO ROMPECABEZAS P•O DE0244 CLARK        
21366;2300;PLUMON X12 GARABATOS FL-150 CLARK                 
21367;27100;PINCEL ESTUCHE X15 STDO MR5517 X15 CLARK DIST                  
21368;3900;ACUARELA MADE X12 AR2812 CLARK                  
21369;3700;GANCHO GRAPA 23-13 CLARK             
21370;3400;GANCHO CLIP COLOR JUMBO X100 650 CLARK             
21371;3500;FECHADOR 4MM-5MM AN400-300 CLARK DIST                        
21372;3600;FOMI AR1337-1-HASTA-16 CLARK                
21373;8200;LUPA 100MM GLASS MAGNIFING MEGA
21378;33800;ENCENDEDOR MINI J5 BX  X25 UND BIC
21380;19900;MAQUINA AFEITAR COMFORT 2 SENSITIVE X12 MAQ BIC                 
21384;7500;PAPEL AUTOADHESIVO FLUORECENTE STDO X10H ICOPEL               
21385;3600;CINTA ENMASCARAR BASICA 40X18 MM TESA             
21386;5100;CINTA ENMASCARAR BASICA 40X24 MM TESA             
21388;8500;CUAD 105 1M MALU 80H LUKIS                 
21389;12800;CUAD 105 5M MALU 80H LUKIS                 
21390;14300;CUAD 105 7M MALU 80H LUKIS                 
21391;7900;ARCHIVADOR CHEQUE 448 OFIESCO 
21392;7900;COSEDORA GDE PLASTICA 20H 309 OFFIESCO                         
21393;12700;COSEDORA PLASTICA GDE 20H 316 OFFIESCO                         
21394;17100;COSEDORA TIPO PINZA 25H 320 OFFIESCO                         
21395;11900;PERFORADORA MED METAL 2H 15HJ 348 OFFIESCO                         
21396;18600;CUAD ARG D BOOK FERRARI/JEAN BOOK GDE 175H 7M R-2 557392     
21397;7700;CUAD ARG D BOOK GDE FERRARI/JEAN BOOK 80H R-1 557370     
21398;7700;CUAD ARG D BOOK GDE FERRARI/JEAN BOOK 80H R-2 557366
21399;7700;CUAD ARG D BOOK GDE SIMPSONS 80H R-1-2 NORMA
21400;7000;CUAD ARG D BOOK GDE ESSENTIALS/BOBSPONJA 80H R-1 557369
21401;5100;CUAD COS CAPITANTSUBASA/CABALLERO 100H R-3 557333
21402;5100;CUAD COS CAPITANTSUBASA/CABALLERO 100H R-1 557336
21403;5100;CUAD COS CARS 100H R-1 557340
21404;4000;CUAD COS CAPITANTSUBASA/CABALLEROS 50H R-2 557343
21405;4400;CUAD COS CAPITAN TSUBASA 50H R-1-2-3 NORMA
21406;5100;CUAD COS CAPITANTSUBASA/CABALLEROS 100H R-2 557326
21407;5100;CUAD COS FANCY/MYLITTLEPONY 100H R-2 557328
21408;5700;CUAD COS CARS 100H R-1-2-3 NORMA
21409;5100;CUAD COS PJMASK/OSOSESCANDALOSOS100H R-2 557329
21410;5100;CUAD COS PJMASK/OSOSESCANDALOSOS100H R-1 557339
21411;5100;CUAD COS FANCY/MYLITTLEPONY 100H R-1 557338
21412;5100;CUAD COS C FN/MLP/LB/CB 100H 557505 
21413;5100;CUAD COS D FN/MLP/LB/CB 100H 557507
21414;5700;CUAD COS A CARS/CT/PJM/OSOS 10MM 100H NORMA
21415;5700;CUAD COS B CARS/CT/PJM/OSOS 100H NORMA
21416;1700;RESALTADOR TEXMARKER 214 PASTEL STDO PELIKAN    
21417;4000;CUAD COS FANCY/MYLITTLEPONY 50H R-2 557498
21418;5100;CUAD COS A FN/MLP/LB/CB 100H 557506
21419;5100;CUAD COS B FN/MLP/LB/CB 100H 557504
21420;4400;CUAD COS CARS 50H R-1-2-3 NORMA 
21421;4000;CUAD COS PJMASK/OSOSESCANDALOSOS 50H R-2 557503
21422;5100;CUAD COS SIMPSONS/BOBSPONJA 100H R-1 557501
21423;5100;CUAD COS SIMPSONS/BOBSPONJA 100H R-2 557500
21424;4000;CUAD COS SIMPSONS/BOBSPONJA 50H R-2 557502
21425;5100;CUAD COS WONDER/CRYBABIES 100H R-2 557493
21426;5100;CUAD COS WONDER/CRYBABIES 100H R-3 557494
21427;5100;CUAD COS WONDER/CRYBABIES 100H R-1 557495
21428;4000;CUAD COS WONDER/CRYBABIES 50H R-2 557496
21429;4000;CUAD COS WONDER/CRYBABIES 50H R-1 557497
21430;3000;BLOCK CARTA 70H BOND R-1 R-2 SCRIBE     
21431;15400;CUAD ARG D BOOK XPRESARTE FEM-MAS GDE 160H 5M R-2 557452/557455
21432;10600;CUAD ARG D BOOK XPRESARTE FEM-MAS  MED 160H 5M R-2
21433;12200;CUAD ARG D BOOK XPRESARTE FEM-MAS MED 175H 7M R-2 
21434;17700;CUAD ARG D BOOK XPRESARTE FEM-MAS GDE 175H 7M R-2 557383/557384
21436;5300;CUAD ARG D BOOK XPRESARTE FEM-MAS PEQ 80H  R-2 
21437;5300;CUAD ARG D BOOK XPRESARTE FEM-MAS PEQ 80H  R-1 
21438;6400;CUAD ARG XPRESARTE FEM-MAS GDE 80H  R-2 557360/557361
21439;3800;CUAD ARG XPRESARTE FEM-MAS PEQ 80H  R-2 557443/557442
21440;6900;CUAD COS D BOOK XPRESARTE FEM-MAS 100H R-2 557357/557359
21441;6900;CUAD COS D BOOK XPRESARTE FEM-MAS 100H R-1 557356/557358
21442;3900;CUAD COS  XPRESARTE FEM-MAS 100H R-1-2-3 NORMA
21443;2700;CUAD COS  XPRESARTE FEM-MAS 50H R-2 557320/557321
21444;3100;CUAD COS  XPRESARTE FEM-MAS 50H R-1-2-3 NORMA
21445;3300;CUAD COS  XPRESARTE FEM-MAS 100H R-3 557316/557317
21452;3700;CARPETA SEGURIDAD CARTA VERDE VICHE 546780 NORMA
21454;8600;CUAD ARG KIUT MED 80H  R-1 545876 NORMA
21455;13900;CUAD ARG KIUT GDE 80H  R-1 545869 NORMA
21457;16900;COLOR KIUT X15 CAJA PLASTICA 552310 NORMA                       
21458;20300;MARCADOR LAVABLE KIUT X24 553868 NORMA          
21459;7300;CUAD ARG D BOOK XPRESARTE FEM-MAS GDE 80H  R-1-2 557364/557365
21460;3200;PLASTILINA TRENSITO GDE X14 PASTEL ALVAPLAST             
21461;3900;PLASTIFOAMI X6 GRANULADO STDO MI TRENSITO                
21462;1400;MARCADOR BORRABLE COLOR STDO MI TRENSITO                  
21463;400;BORRADOR NATA PEQ MI TRENSITO                   
21465;700;BORRADOR NATA 612 GRANDE GIPAO                 
21466;2100;CARPETA HILO CARTA 120 GIPAO        
21467;1800;CARPETA BROCHE OFICIO C325F CLARK    
21468;2000;CARPETA BROCHE CARTA 116 GIPAO         
21470;800;BORRADOR PASTEL COLORES 846 PRIMAVERA       
21472;1600;PAPEL CREPE METAL BLANCO PERLA GOMEZUL                        
21474;19600;LIBRO ACTAS X400 FOL NIKA                
21475;8900;AGENDA BOLSILLO ECOLOGICA NIKA                
21476;9900;AGENDA MOLESKIN STDA NIKA
21477;700;BORRADOR PASTEL X1  PELIKAN                      
21478;3700;PLASTILINA X10 COLOR PASTEL  PELIKAN                 
21480;4100;PLASTILINA LARGA X12 COLOR STDO PELIKAN                 
21483;5000;CREYON PELICREYON JUMBO TRIANG PASTEL X6 PELIKAN                        
21486;14300;CUENTOS CLASICOS INFANTILES P DURA NIKA           
21487;12900;CARTILLA MIS PRIMERAS FABULAS P DURA NIKA           
21488;12900;CARTILLA PINTA Y APRENDE P DURA NIKA           
21489;12900;CARTILLA MANDALAS COLORES DEL UNIV P DURA 1-2 NIKA
21492;15800;PLUMON DOBLE-PUNTA P PINCEL X12 332 PRIMAVERA              
21493;10800;CUAD ARG D-BOOK FERRARI/JEAN B MED 175H 7M R-2 557386 NORMA
21494;5700;CUAD COS C CARS/CT/PJM/OSOS REGLON100H NORMA 
21495;5700;CUAD COS D CARS/CT/PJM/OSOS 100H 559195 NORMA 
21498;65900;"MORRAL L JUSTICIA 16 5"" SCRIBE                     "
21499;63900;"MORRAL 16 5"" KIDS STDO SCRIBE               "
21500;106400;"MORRAL KIDS STDO TROLLEY 16 5 "" SCRIBE               "
21501;96200;"MORRAL TROLLEY 16 5 "" STDO  SCRIBE               "
21502;54400;"MORRAL 16.5"" STDO  SCRIBE             "
21503;8000;CARTERA MULTIUSOS  RECTANGULAR  SCRIBE               
21504;23200;CARTERA RECTANGULAR KIDS  SCRIBE               
21505;14900;CARTERA RECTANGULAR OMG STDO SCRIBE               
21506;137700;MORRAL DOBLE FAZ TRIBALS SCRIBE                    
21509;200;SOBRE BLANCO OFICIO 502021 NORMA      
21510;100;SOBRE BLANCO 1/2 OFICIO 5202113NORMA      
21511;3000;CARTULINA POPLAR 350G 70X100 
21512;4300;CORTINA BRILLANTE 1X2 MTS ORO ROSA MEGA
21513;2200;"GLOBO BURBUJA 36"" TRANSPARENTE MEGA     "
21516;13500;ORGANIZADOR METAL GP-806  X3 PIEZAS 8A         
21517;5500;BLOCK BOND BASE 28 1/4 115GR 20H HOREB          
21518;142800;TABLERO MAGNETICO MM 90X120 ARTECMA
21524;67300;MORRAL GDE LINE MASC 21 KM1504 0LN2-21 LEGIS              
21525;67300;MORRAL GDE LINE FLORAL-21 KM1504 0FL-21 LEGIS              
21526;67300;MORRAL GDE BLANCO Y NEGRO-21 KM1504 OBN-21 LEGIS              
21527;67300;MORRAL GDE ADOPCION-21 KM1504 OAD-21 LEGIS              
21528;12600;MALETIN EXPANDIBLE IMPRESO -21 LEGIS                 
21530;1500;PORTAMINAS LUMINUX 0.5-0.7 MM FABER C                  
21531;2500;TIJERA PULSE ZURDOS 13CM MAPED           
21533;1450;TIZA COLOR X10  STDO MERCEDEZ D                        
21535;2600;LUPA ESCOLAR 75MM GLASS MAGNIFING JM4211
21538;16500;TABLERO ACRILICO M MAD 30X40 AR1029
21539;5300;TEMPERA METALICA 20ML X 6  STDO PELIKAN 
21540;3800;JUEGO GEOMETRICO FLEX X4 PZ POINTER
21541;900;BORRADOR NEGRO PZ- CJ 10 PELIKAN                 
21542;3700;CARPETA SEGURIDAD CARTA AZUL 546778 NORMA
21544;500;ESCARAPELA CARTA NACIONAL  SISMA                           
21545;400;ESCARAPELA CARTA   IMP SISMA                           
21546;45100;ORGANIZADOR KIT  SELECTTA DG 63580 SISMA                             
21548;2700;CINTA CORRECTORA 8M POINTER
21549;1700;PORTAMINAS META 2 MM MP-1922  POINTER
21550;900;SACAPUNTA CONTENEDOR SH-1236 POINTER
21551;37300;MEMORIA USB FLIX 64GB BLACK/RED MAXELL 347493        
21552;1300;SACAPUNTA HIPOPOTAMO SH-1805 POINTER
21553;1300;SACAPUNTA DOBLE CARRO SH351 POINTER
21554;1600;BOLIGRAFO ROLLER E565 NEGRO POINTER
21555;1000;BOLIGRAFO ROLLER PRO O.5 NEGRO POINTER
21556;5100;MICROPUNTA X12 POINTER
21558;8500;AUDIFONO IN EAR WITH MIC NEGRO/BLANCO/ROJO MAXELL
21562;4700;"TIJERA OFICINA 8"" POINTER"
21563;3700;RESALTADOR SUPER-FLUOR METAL 1546 STDO FABER
21565;7000;PAPEL FOTOGRAFICO 160GR 20H POINTER 
21566;600;BOLSILLO LAMINACION OFICIO 125M POINTER
21567;6700;BOLSILLO LAMINACION CEDULA 70X100 POINTER
21569;1000;CUCHILLA BISTURI 9 MM POINTER
21570;1800;CUCHILLA BISTURI GRANDE18X MM POINTER 
21571;7100;ROLLO CONTAC TRANSPARENTE 3MT POINTER
21572;2400;METRO CONTAC TRANSPARENTE 20M POINTER
21573;2900;HUELLERO 7X7CM  POINTER
21574;1700;SACAGANCHO WD401-10 POINTER
21576;3100;GANCHO GRAPA GALVAN 26/6 X 5000 POINTER
21577;41700;CAJA SEGURIDAD METAL 8 PULG. POINTER 
21578;51500;CAJA SEGURIDAD METAL10 PULG. POINTER  
21579;67900;CAJA SEGURIDAD METAL12 PULG. POINTER 
21580;16400;DISPENSADOR CINTA 24-30MM POINTER 
21581;18600;ARCHIVADOR EXPANDIBLE 6 BOLS FL1-43 POITER
21582;2300;CINTA DOBLE FAZ 19MM X 2.28M MOUTING
21583;4100;BISTURI CAUCHO CT-1903 POINTER
21584;3500;"TIJERA OFICINA 7 1/4"" POINTER"
21585;25400;TABLA PLANILLERA DEPOSITO 3424 POINTER
21586;16500;MEMORIA USB MAXELL 8GB MARK 503802 
21587;19700;RESALTADOR METALICO X4 1546 FABER 
21590;5500;BOLIGRAFO PM KCO INKJOY 100ST MINI BOLSA X10 STDO
21591;21600;SLIME ELM GOLW MINI KIT2 PZAS         
21592;205900;ROLLO BOLSA PUBLICIDAD 10X16 14.2 KILOS                       
